"gebiedcode15";"peildatum";"variabele";"waarde";"toelichting";
"Zoomlevel 3 / Vrouwen";"2016";"beweegnorm_nngb_agm";"63,7";"Percentage inwoners van 19 jaar en ouder dat voldoet aan de Nederlandse Norm Gezond Bewegen (minimaal 30 minuten matig lichamelijk actief op ten minste 5 dagen per week)";
"Zoomlevel 5 / Laag (lager onderwijs)";"2016";"beweegnorm_nngb_agm";"49,3";"Percentage inwoners van 19 jaar en ouder dat voldoet aan de Nederlandse Norm Gezond Bewegen (minimaal 30 minuten matig lichamelijk actief op ten minste 5 dagen per week)";
"Zoomlevel 5 / Midden 1 (mavo/vmbo/mbo1)";"2016";"beweegnorm_nngb_agm";"57,6";"Percentage inwoners van 19 jaar en ouder dat voldoet aan de Nederlandse Norm Gezond Bewegen (minimaal 30 minuten matig lichamelijk actief op ten minste 5 dagen per week)";
"Zoomlevel 5 / Midden 2 (havo/vwo/mbo2-4)";"2016";"beweegnorm_nngb_agm";"62,7";"Percentage inwoners van 19 jaar en ouder dat voldoet aan de Nederlandse Norm Gezond Bewegen (minimaal 30 minuten matig lichamelijk actief op ten minste 5 dagen per week)";
"Zoomlevel 5 / Hoog (hbo/wo)";"2016";"beweegnorm_nngb_agm";"70,5";"Percentage inwoners van 19 jaar en ouder dat voldoet aan de Nederlandse Norm Gezond Bewegen (minimaal 30 minuten matig lichamelijk actief op ten minste 5 dagen per week)";
"Zoomlevel 8 / 19-64 jaar";"2016";"beweegnorm_nngb_agm";"64,3";"Percentage inwoners van 19 jaar en ouder dat voldoet aan de Nederlandse Norm Gezond Bewegen (minimaal 30 minuten matig lichamelijk actief op ten minste 5 dagen per week)";
"Zoomlevel 8 / 65 jaar of ouder";"2016";"beweegnorm_nngb_agm";"68,2";"Percentage inwoners van 19 jaar en ouder dat voldoet aan de Nederlandse Norm Gezond Bewegen (minimaal 30 minuten matig lichamelijk actief op ten minste 5 dagen per week)";
"Zoomlevel 9 / 19-34 jaar";"2016";"beweegnorm_nngb_agm";"67,2";"Percentage inwoners van 19 jaar en ouder dat voldoet aan de Nederlandse Norm Gezond Bewegen (minimaal 30 minuten matig lichamelijk actief op ten minste 5 dagen per week)";
"Zoomlevel 9 / 35-64 jaar";"2016";"beweegnorm_nngb_agm";"62,2";"Percentage inwoners van 19 jaar en ouder dat voldoet aan de Nederlandse Norm Gezond Bewegen (minimaal 30 minuten matig lichamelijk actief op ten minste 5 dagen per week)";
"Zoomlevel 9 / 65 jaar of ouder";"2016";"beweegnorm_nngb_agm";"68,2";"Percentage inwoners van 19 jaar en ouder dat voldoet aan de Nederlandse Norm Gezond Bewegen (minimaal 30 minuten matig lichamelijk actief op ten minste 5 dagen per week)";
"Zoomlevel 10 / 19-34 jaar";"2016";"beweegnorm_nngb_agm";"67,2";"Percentage inwoners van 19 jaar en ouder dat voldoet aan de Nederlandse Norm Gezond Bewegen (minimaal 30 minuten matig lichamelijk actief op ten minste 5 dagen per week)";
"Zoomlevel 10 / 35-49 jaar";"2016";"beweegnorm_nngb_agm";"56,3";"Percentage inwoners van 19 jaar en ouder dat voldoet aan de Nederlandse Norm Gezond Bewegen (minimaal 30 minuten matig lichamelijk actief op ten minste 5 dagen per week)";
"Zoomlevel 10 / 50-64 jaar";"2016";"beweegnorm_nngb_agm";"69,5";"Percentage inwoners van 19 jaar en ouder dat voldoet aan de Nederlandse Norm Gezond Bewegen (minimaal 30 minuten matig lichamelijk actief op ten minste 5 dagen per week)";
"Zoomlevel 10 / 65-74 jaar";"2016";"beweegnorm_nngb_agm";"77,4";"Percentage inwoners van 19 jaar en ouder dat voldoet aan de Nederlandse Norm Gezond Bewegen (minimaal 30 minuten matig lichamelijk actief op ten minste 5 dagen per week)";
"Zoomlevel 10 / 75 jaar of ouder";"2016";"beweegnorm_nngb_agm";"52,7";"Percentage inwoners van 19 jaar en ouder dat voldoet aan de Nederlandse Norm Gezond Bewegen (minimaal 30 minuten matig lichamelijk actief op ten minste 5 dagen per week)";
"Zoomlevel 0 / Centrum";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"1,6";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 0 / West";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"1,2";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 0 / Nieuw-West";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"1,7";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 0 / Zuid";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"0,7";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 0 / Oost";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"1,2";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 0 / Noord";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 0 / Zuidoost";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"1,4";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 0 / Totaal";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"1,2";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 1 / 1 Centrum-West";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 1 / 2 Centrum-Oost";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 1 / 3 Westerpark";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 1 / 4 Bos en Lommer";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 1 / 5 Oud-West/De Baarsjes";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 1 / 6 Geuzenveld/Slotermeer";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 1 / 7 Osdorp";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"2,9";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 1 / 8 De Aker/Nieuw Sloten";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 1 / 9 Slotervaart";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 1 / 10 Oud-Zuid";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 1 / 11 Buitenveldert/Zuidas";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 1 / 12 De Pijp/Rivierenbuurt";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 1 / 13 Oud-oost";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 1 / 14 Indische buurt/Oostelijk havengebied";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 1 / 15 Watergraafsmeer";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 1 / 16 IJburg/Zeeburgereiland";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 1 / 17 Noord-West";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 1 / 18 Oud-Noord";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 1 / 19 Noord-Oost";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 1 / 20 Bijlmer-Centrum";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 1 / 21 Bijlmer-Oost";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 1 / 22 Gaasperdam/Driemond";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 3 / Mannen";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"0,8";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 3 / Vrouwen";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"1,6";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 5 / Laag (lager onderwijs)";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 5 / Midden 1 (mavo/vmbo/mbo1)";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"1,6";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 5 / Midden 2 (havo/vwo/mbo2-4)";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"1,5";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 5 / Hoog (hbo/wo)";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"1";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 8 / 19-64 jaar";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"1,2";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 8 / 65 jaar of ouder";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 9 / 19-34 jaar";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"1,7";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 9 / 35-64 jaar";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"0,8";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 9 / 65 jaar of ouder";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 10 / 19-34 jaar";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"1,7";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 10 / 35-49 jaar";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"0,5";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 10 / 50-64 jaar";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"1,2";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 10 / 65-74 jaar";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 10 / 75 jaar of ouder";"2016";"huiselijk_geweld,_afgelopen_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen jaar)";
"Zoomlevel 0 / Centrum";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"1,8";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 0 / West";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"3,2";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 0 / Nieuw-West";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"3";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 0 / Zuid";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"2";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 0 / Oost";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"2,8";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 0 / Noord";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"3,1";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 0 / Zuidoost";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"3,1";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 0 / Totaal";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"2,7";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 1 / 1 Centrum-West";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"2,5";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 1 / 2 Centrum-Oost";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 1 / 3 Westerpark";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 1 / 4 Bos en Lommer";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 1 / 5 Oud-West/De Baarsjes";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"4,7";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 1 / 6 Geuzenveld/Slotermeer";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 1 / 7 Osdorp";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"5,5";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 1 / 8 De Aker/Nieuw Sloten";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"2,8";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 1 / 9 Slotervaart";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 1 / 10 Oud-Zuid";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 1 / 11 Buitenveldert/Zuidas";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"4,1";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 1 / 12 De Pijp/Rivierenbuurt";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 1 / 13 Oud-oost";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"3,6";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 1 / 14 Indische buurt/Oostelijk havengebied";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 1 / 15 Watergraafsmeer";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 1 / 16 IJburg/Zeeburgereiland";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"4,6";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 1 / 17 Noord-West";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"3,8";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 1 / 18 Oud-Noord";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"2,3";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 1 / 19 Noord-Oost";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"3,1";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 1 / 20 Bijlmer-Centrum";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"4";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 1 / 21 Bijlmer-Oost";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"4,1";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 1 / 22 Gaasperdam/Driemond";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 3 / Mannen";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"1,7";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 3 / Vrouwen";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"3,7";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 5 / Laag (lager onderwijs)";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 5 / Midden 1 (mavo/vmbo/mbo1)";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"3";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 5 / Midden 2 (havo/vwo/mbo2-4)";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"4,2";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 5 / Hoog (hbo/wo)";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"2";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 8 / 19-64 jaar";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"2,7";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 8 / 65 jaar of ouder";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 9 / 19-34 jaar";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"3,2";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 9 / 35-64 jaar";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"2,4";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 9 / 65 jaar of ouder";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 10 / 19-34 jaar";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"3,2";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 10 / 35-49 jaar";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"2,3";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 10 / 50-64 jaar";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"2,6";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 10 / 65-74 jaar";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 10 / 75 jaar of ouder";"2016";"huiselijk_geweld,_afgelopen_5_jaar_agm";"-";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is van huiselijk geweld (afgelopen 5 jaar)";
"Zoomlevel 0 / Centrum";"2016";"huiselijk_geweld,_ooit_agm";"10";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is geweest van huiselijk geweld (ooit)";
"Zoomlevel 0 / West";"2016";"huiselijk_geweld,_ooit_agm";"9,5";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is geweest van huiselijk geweld (ooit)";
"Zoomlevel 0 / Nieuw-West";"2016";"huiselijk_geweld,_ooit_agm";"11,2";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is geweest van huiselijk geweld (ooit)";
"Zoomlevel 0 / Zuid";"2016";"huiselijk_geweld,_ooit_agm";"9";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is geweest van huiselijk geweld (ooit)";
"Zoomlevel 0 / Oost";"2016";"huiselijk_geweld,_ooit_agm";"10,8";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is geweest van huiselijk geweld (ooit)";
"Zoomlevel 0 / Noord";"2016";"huiselijk_geweld,_ooit_agm";"11,3";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is geweest van huiselijk geweld (ooit)";
"Zoomlevel 0 / Zuidoost";"2016";"huiselijk_geweld,_ooit_agm";"10,7";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is geweest van huiselijk geweld (ooit)";
"Zoomlevel 0 / Totaal";"2016";"huiselijk_geweld,_ooit_agm";"10,3";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is geweest van huiselijk geweld (ooit)";
"Zoomlevel 1 / 1 Centrum-West";"2016";"huiselijk_geweld,_ooit_agm";"6,3";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is geweest van huiselijk geweld (ooit)";
"Zoomlevel 1 / 2 Centrum-Oost";"2016";"huiselijk_geweld,_ooit_agm";"13,8";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is geweest van huiselijk geweld (ooit)";
"Zoomlevel 1 / 3 Westerpark";"2016";"huiselijk_geweld,_ooit_agm";"9,5";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is geweest van huiselijk geweld (ooit)";
"Zoomlevel 1 / 4 Bos en Lommer";"2016";"huiselijk_geweld,_ooit_agm";"8,5";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is geweest van huiselijk geweld (ooit)";
"Zoomlevel 1 / 5 Oud-West/De Baarsjes";"2016";"huiselijk_geweld,_ooit_agm";"9,9";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is geweest van huiselijk geweld (ooit)";
"Zoomlevel 1 / 6 Geuzenveld/Slotermeer";"2016";"huiselijk_geweld,_ooit_agm";"9,4";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is geweest van huiselijk geweld (ooit)";
"Zoomlevel 1 / 7 Osdorp";"2016";"huiselijk_geweld,_ooit_agm";"15,8";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is geweest van huiselijk geweld (ooit)";
"Zoomlevel 1 / 8 De Aker/Nieuw Sloten";"2016";"huiselijk_geweld,_ooit_agm";"8,1";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is geweest van huiselijk geweld (ooit)";
"Zoomlevel 1 / 9 Slotervaart";"2016";"huiselijk_geweld,_ooit_agm";"11,3";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is geweest van huiselijk geweld (ooit)";
"Zoomlevel 1 / 10 Oud-Zuid";"2016";"huiselijk_geweld,_ooit_agm";"10,4";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is geweest van huiselijk geweld (ooit)";
"Zoomlevel 1 / 11 Buitenveldert/Zuidas";"2016";"huiselijk_geweld,_ooit_agm";"10,3";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is geweest van huiselijk geweld (ooit)";
"Zoomlevel 1 / 12 De Pijp/Rivierenbuurt";"2016";"huiselijk_geweld,_ooit_agm";"7,6";"Percentage inwoners van 19 jaar en ouder dat slachtoffer is geweest van huiselijk geweld (ooit)";
